"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENSMUSG00000102693.2.4933401J01Rik"
"11827",292.541356186492,0.191248522724273,0.224619682024449,0.85143261267486,0.394529081929028,0.528527818987338,"ENSMUSG00000044254.7	Pcsk9"
"11828",4068.74932930544,-0.397442693193227,0.146519596689703,-2.71255656016393,0.00667663861640545,0.0174157382662419,"ENSMUSG00000120579.1	Gm30487"
"11829",26.5423319998032,0.673443125364278,0.6085998889208,1.10654493637595,0.268490725429311,0.395081747287428,"ENSMUSG00000025418.8	Bsnd"
"11830",964.790828781965,-0.339688893804041,0.159265730848495,-2.13284359412621,0.032937558755623,0.0704574787204254,"ENSMUSG00000118551.2	Gm53010"
"11831",44.2051305614973,-0.886201368814151,0.421699196982329,-2.10150120075113,0.0355969926972527,0.07532982874939,"ENSMUSG00000085933.5	Tmem61"
"11832",2.63412686866218,-1.32385172704614,1.61083951234731,-0.821839616484837,0.411168183182998,NA,"ENSMUSG00000086172.2	2700068H02Rik"
"11833",2073.8912177555,0.504092320649433,0.200389839793536,2.51555827964534,0.0118844026766186,0.0289432135453363,"ENSMUSG00000034926.4	Dhcr24"
"11834",3195.07219317092,-0.965506600449254,0.120277994466552,-8.02729214709138,9.96475959761683e-16,1.3059284550783e-14,"ENSMUSG00000085023.2	Gm12744"
"11835",49.1880276587328,-0.407592313673837,0.423244360266746,-0.963018889175408,0.335538044028972,0.468667873822315,"ENSMUSG00000054362.10	Lexm"
"11836",2291.16728947973,1.36957680657002,0.200633835537662,6.82625043228532,8.71627202369913e-12,8.07374175580082e-11,"ENSMUSG00000034919.3	Ttc22"
"11837",11.594385534566,-0.700239327364069,0.854246589172217,-0.819715684252969,0.412378206714953,0.545856893998528,"ENSMUSG00000043572.8	Pars2"
"11838",770.63092693705,-0.65538825949874,0.17605640823852,-3.72260382939781,0.00019717878179428,0.000710429912280126,"ENSMUSG00000025413.14	Ttc4"
"11839",45.7140826801146,3.03331110066128,0.515027640270212,5.88960836950389,3.87111889424825e-09,2.70575081045894e-08,"ENSMUSG00000047502.15	Mroh7"
"11840",421.144705225937,-0.314194737869473,0.171639490029444,-1.83055040431298,0.0671676769325241,0.129391109387126,"ENSMUSG00000034871.3	Fam151a"
"11841",383.517901049889,-0.271804570220911,0.205440851182647,-1.32303078310002,0.185825141025622,0.297019222554056,"ENSMUSG00000034853.17	Acot11"
"11842",9.05047615561141,0.401892462908614,1.01837782018334,0.394639842839722,0.693108704879025,0.791861235738313,"ENSMUSG00000081110.2	Gm12745"
"11843",1225.47277141496,0.455600053212959,0.13887320318378,3.28069089477279,0.00103553163042494,0.00323905334707782,"ENSMUSG00000120102.1	Gm31125"
"11844",39.8695192948494,4.03583260350407,0.718204252979547,5.61933821299579,1.91690284872211e-08,1.23677097258898e-07,"ENSMUSG00000120181.1	Gm57074"
